slug,name,brand,category,price,specs,features,description,ideal_for,efficiency,img,pop,best,visible
baxi-neodens-plus-28-28-f-eco,Baxi Neodens Plus 28/28 F ECO,Baxi,calderas,1440,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Baxi Neodens Plus 28/28 F ECO garantiza un hogar cómodo y eficiente, proporcionando calefacción potente y agua caliente al instante con un bajo consumo energético. Potencia eficiente: 26,1 kW para calefacción, 28 kW para ACS Caudal máximo: 16,1 litros por minuto a 25 &ordm;C Calificación energética: Clase A para un ahorro significativo",,,productos/baxi-neodens-plus-28-28-f-eco.jpg,144,false,false
baxi-neodens-plus-24-24-f-eco,Baxi Neodens Plus 24/24 F ECO,Baxi,calderas,1280,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Baxi Neodens Plus 24/24 F ECO garantiza un hogar cálido y eficiente, proporcionando calefacción óptima y agua caliente al instante, todo con un bajo consumo energético. Potencia eficiente: 21,8 kW para calefacción, 24 kW para ACS Caudal máximo: 13,8 litros por minuto a 25 &ordm;C Calificación energética: Clase A para un ahorro significativo",,,productos/baxi-neodens-plus-24-24-f-eco.jpg,145,false,false
termostato-modulante-saunier-duval-exacontrol-e7-rc-inalambrico,Termostato Modulante Saunier Duval EXACONTROL E7 RC inalámbrico,Saunier Duval,calderas,,,,"Termostato Modulante Inalámbrico Saunier Duval Exacontrol E7 RC: Mejora el confort de tu hogar con este avanzado termostato modulante que ofrece un control preciso y eficiente de la temperatura, adaptándose a tus necesidades diarias y optimizando el consumo energético. Pantalla LCD retroiluminada: Facilita la lectura y el ajuste de la temperatura, incluso en condiciones de poca luz. Programación versátil: Ofrece múltiples opciones de programación para adaptarse a tu rutina diaria y maximizar la eficiencia energética. Conectividad inalámbrica: Permite una instalación sencilla y flexible, sin necesidad de cables adicionales. Compatibilidad: Diseñado para integrarse con sistemas de calefacción modernos, asegurando un rendimiento óptimo. Beneficios adicionales: Con un diseño elegante y fácil de usar, el termostato Exacontrol E7 RC es ideal para quienes buscan un control ambiental eficiente y cómodo en su hogar.",,,productos/termostato-modulante-saunier-duval-exacontrol-e7-rc-inalambrico.jpg,146,false,false
hermann-micraplus-condens-30,Hermann Micraplus Condens 30,Hermann,calderas,1360,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Hermann Micraplus Condens 30 es la solución ideal para un hogar cómodo y eficiente, proporcionando calefacción y agua caliente sanitaria con un bajo consumo energético. Potencia total: 30 kW para calefacción y ACS Clase energética: A+, garantizando eficiencia y ahorro Diseño compacto: Ideal para espacios reducidos",,,productos/hermann-micraplus-condens-30.jpg,147,false,false
hermann-micracom-condens-28,Hermann MicraCom Condens 28,Hermann,calderas,1400,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Hermann MicraCom Condens 28 redefine la eficiencia energética en el hogar, garantizando un ambiente cálido y sostenible con un diseño ultracompacto. Rendimiento superior: Alta eficiencia energética con bajas emisiones de CO2 y NOx Compatibilidad solar: Integración perfecta con sistemas solares térmicos Certificación ecológica: Cumple con la Directiva ErP y el Etiquetado Energético (ELD)",,,productos/hermann-micracom-condens-28.jpg,148,false,false
hermann-micraplus-condens-25,Hermann Micraplus Condens 25,Hermann,calderas,1350,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Hermann Micraplus Condens 25 garantiza un hogar cálido y eficiente, combinando calefacción y agua caliente sanitaria con un rendimiento excepcional y ahorro energético. Potencia eficiente: 25 kW para calefacción y ACS Clase energética: A+, máxima eficiencia Tecnología de condensación: Mayor ahorro y menor impacto ambiental",,,productos/hermann-micraplus-condens-25.jpg,149,false,false
hermann-micracom-condens-24,Hermann MicraCom Condens 24,Hermann,calderas,1150,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Hermann MicraCom Condens 24 garantiza un hogar eficiente y ecológico, reduciendo emisiones y optimizando el uso de energía. Rendimiento superior: Alta eficiencia energética con menor emisión de CO2 y NOx Compatibilidad solar: Integración con sistemas solares térmicos Certificación ErP: Cumple con la Directiva Europea de Ecodiseño y Etiquetado Energético",,,productos/hermann-micracom-condens-24.jpg,150,false,false
ariston-next-evo-ff-sft-11-eu,Ariston Next Evo FF SFT 11 EU,Ariston,termos,,,,"El Ariston Next Evo FF SFT 11 EU es un calentador estanco de 11 l/min que combina diseño compacto y eficiencia energética, asegurando un confort superior con un incremento de temperatura de 25ºC. Potencia: 19,2 kW para un calentamiento rápido y eficiente Dimensiones: Compactas para fácil instalación en espacios reducidos Clase energética: A, optimizando el consumo energético",,,productos/ariston-next-evo-ff-sft-11-eu.jpg,151,false,false
ariston-next-evo-ff-14-sft-eu,Ariston NEXT EVO FF 14 SFT EU,Ariston,termos,,,,"El calentador Ariston NEXT EVO FF 14 SFT EU combina diseño compacto y eficiencia energética, proporcionando un flujo constante de agua caliente con un rendimiento excepcional y ahorro energético. Caudal: 14 litros por minuto con incremento de temperatura de 25ºC Clase energética: A, optimizando el consumo de energía Dimensiones: Diseño reducido para fácil instalación en espacios limitados",,,productos/ariston-next-evo-ff-14-sft-eu.jpg,152,false,false
aire-acondicionado-saunier-multisplit-2x1-sdhl1-061-w205-025035,Aire Acondicionado Saunier Multisplit 2X1 SDHL1-061 W205 (025+035),Saunier Duval,aires,1550,Eficiencia energetica: A++,,Disfruta del máximo confort y eficiencia energética en tu hogar con el Aire Acondicionado Saunier Multisplit 2X1 SDHL1-061 W205 (025+035). Este sistema avanzado te permite ahorrar en la factura de la luz mientras mantienes una temperatura ideal en cada habitación. Unidades: 1 exterior + 2 interiores Eficiencia Energética: A++/A+ Tecnología: Inverter DC y refrigerante R32,,,productos/aire-acondicionado-saunier-multisplit-2x1-sdhl1-061-w205-025035.jpg,153,false,false
aire-acondicionado-saunier-conductos-sdh19-050-idn,Aire Acondicionado Saunier Conductos SDH19-050 IDN,Saunier Duval,aires,1615,Eficiencia energetica: A++,,"Disfruta del máximo confort y eficiencia energética con el Aire Acondicionado Saunier Conductos SDH19-050 IDN, diseñado para ofrecer un ambiente ideal en cualquier espacio. Su tecnología avanzada garantiza un rendimiento óptimo y un funcionamiento silencioso, perfecto para hogares y negocios. Eficiencia Energética: A++/A+ Refrigerante: R32 Garantía: 2 años",,,productos/aire-acondicionado-saunier-conductos-sdh19-050-idn.jpg,154,false,false
aire-acondicionado-saunier-conductos-sdh19-140-idn,Aire Acondicionado Saunier Conductos SDH19-140 IDN,Saunier Duval,aires,3115,Recomendado para estancias: 90 | Eficiencia energetica: A++,,"El Aire Acondicionado Saunier Conductos SDH19-140 IDN es la solución ideal para quienes buscan eficiencia y sostenibilidad en climatización. Este sistema garantiza un ambiente confortable durante todo el año, combinando tecnología avanzada con un diseño respetuoso con el medio ambiente. Frigorías: 11524 Eficiencia Energética: A++/A+ Refrigerante: Gas R32",,,productos/aire-acondicionado-saunier-conductos-sdh19-140-idn.jpg,155,false,false
aire-acondicionado-saunier-conductos-sdh19-070-idn,Aire Acondicionado Saunier Conductos SDH19-070 IDN,Saunier Duval,aires,1915,Recomendado para estancias: 70 | Eficiencia energetica: A++,,"Disfruta de un confort total con el Aire Acondicionado Saunier Conductos SDH19-070 IDN, diseñado para ofrecer una climatización uniforme en toda la estancia gracias a su innovador diseño 360 grados. Ideal para cualquier temporada, este sistema garantiza eficiencia y rendimiento óptimos. Frigorías: 6.020 Eficiencia Energética: A++/A+ Refrigerante: R32",,,productos/aire-acondicionado-saunier-conductos-sdh19-070-idn.jpg,156,false,false
aire-acondicionado-saunier-multisplit-2x1-sdhl1-052-w205-025025,Aire Acondicionado Saunier Multisplit 2X1 SDHL1-052 W205 (025+025),Saunier Duval,aires,1495,Eficiencia energetica: A++,,"Disfruta de un confort inigualable todo el año con el Aire Acondicionado Saunier Multisplit 2X1 SDHL1-052 W205 (025+025), diseñado para mantener tu hogar fresco y eficiente sin elevar tus costos de energía. Conjunto mural: 1 unidad exterior + 2 unidades interiores Eficiencia energética: A++/A+ Refrigerante ecológico: R32, reduce un 65% el impacto ambiental",,,productos/aire-acondicionado-saunier-multisplit-2x1-sdhl1-052-w205-025025.jpg,157,false,false
aire-acondicionado-saunier-conductos-sdh19-100-idn,Aire Acondicionado Saunier Conductos SDH19-100 IDN,Saunier Duval,aires,2850,Eficiencia energetica: A++,,"Aire Acondicionado Saunier Conductos SDH19-100 IDN: Disfruta de un ambiente perfecto con este sistema de climatización eficiente y ecológico, ideal para cualquier estación del año. Frigorías: 8600 Clase Energética: A++/A+ Refrigerante: Gas R32",,,productos/aire-acondicionado-saunier-conductos-sdh19-100-idn.jpg,158,false,false
aire-acondicionado-saunier-conductos-sdh19-085-idn,Aire Acondicionado Saunier Conductos SDH19-085 IDN,Saunier Duval,aires,2395,Recomendado para estancias: 70 | Eficiencia energetica: A++,,"Optimiza tu confort con el Aire Acondicionado Saunier Conductos SDH19-085 IDN, diseñado para ofrecer una climatización uniforme en toda la estancia gracias a su innovador diseño 360 grados. Este modelo de alta eficiencia es ideal para mantener la temperatura perfecta durante todo el año. Frigorías: 7310 Eficiencia Energética: A++/A+ Refrigerante: R32",,,productos/aire-acondicionado-saunier-conductos-sdh19-085-idn.jpg,159,false,false
saunier-duval-thema-condens-mi-26-radio,Saunier Duval Thema Condens MI 26 Radio,Saunier Duval,calderas,2100,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera Saunier Duval Thema Condens MI 26 Radio garantiza un confort excepcional en tu hogar, combinando eficiencia energética y tecnología avanzada para un manejo intuitivo. Potencia eficiente: 20 kW para calefacción, 26 kW para ACS Caudal máximo: 14,7 litros por minuto Pantalla táctil: Control fácil e intuitivo",,,productos/saunier-duval-thema-condens-mi-26-radio.jpg,160,false,false
caldera-bosch-condens-8700i-w-35-50-cb,Caldera Bosch Condens 8700i W 35/50 CB,Junkers (grupo Bosch),calderas,2750,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La Caldera Bosch Condens 8700i W 35/50 CB redefine el confort en el hogar con su diseño elegante y tecnología avanzada, garantizando eficiencia energética y control total desde cualquier lugar. Potencia máxima: 48,9 kW en ACS, 35,2 kW en calefacción Caudal de agua: 21,3 litros por minuto a ΔT = 30 K Conectividad inteligente: Control remoto vía Bosch EasyControl CT200",,,productos/caldera-bosch-condens-8700i-w-35-50-cb.jpg,161,false,false
termo-electrico-cabel-50l-vertical,Termo eléctrico Cabel 50l Vertical,Cabel,termos,180,,,"El Termo eléctrico Cabel 50l Vertical combina fiabilidad y eficiencia, asegurando un suministro constante de agua caliente gracias a su diseño optimizado y controles de calidad rigurosos. Capacidad: 50 litros, ideal para hogares medianos Protección: Estanqueidad IP25 y aislamiento térmico avanzado Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-cabel-50l-vertical.jpg,162,false,false
daikin-sensira-txf25e,Daikin Sensira TXF25E,Aire acondicionado Daikin en Madrid,aires,800,Recomendado para estancias: 20+20 | Eficiencia energetica: A++,,"Daikin Sensira TXF25E: Aire acondicionado split de pared con tecnología avanzada para un confort óptimo. Ideal para espacios pequeños, combina eficiencia energética y bajo nivel sonoro. Potencia de refrigeración: 2.5 kW Potencia de calefacción: 2.8 kW Eficiencia energética: A++/A+ Presión sonora: 20 dBA Refrigerante: Gas R-32",,,productos/daikin-sensira-txf25e.jpg,163,false,false
aire-acondicionado-saunier-multisplit-3x1-sdhl1-087-w308-2x025035,Aire Acondicionado Saunier Multisplit 3X1 SDHL1-087 W308 (2X025+035),Saunier Duval,aires,2200,Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado Saunier Multisplit 3X1 SDHL1-087 W308, diseñado para ofrecer eficiencia y silencio. Este sistema multi split-pared es ideal para quienes buscan una climatización eficaz y sostenible. Eficiencia Energética: A++/A+ Refrigerante: R32 Garantía: 2 años",,,productos/aire-acondicionado-saunier-multisplit-3x1-sdhl1-087-w308-2x025035.jpg,164,false,false
vaillant-ecotec-exclusive-vmw-36cf-1-7-senso-comfort-radio,Vaillant EcoTec Exclusive VMW 36CF/1-7 senso Comfort Radio,Vaillant,calderas,3200,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera Vaillant EcoTec Exclusive VMW 36CF/1-7 senso Comfort Radio redefine la eficiencia y el confort en el hogar, combinando tecnología avanzada con un diseño elegante y funcional. Potencia superior: 25 kW para calefacción, 36,4 kW para ACS Caudal óptimo: 19,9 litros por minuto a 25 &ordm;C Conectividad inteligente: Solución MyVaillant integrada",,,productos/vaillant-ecotec-exclusive-vmw-36cf-1-7-senso-comfort-radio.jpg,165,false,false
vaillant-ecotec-exclusive-vmw-43cf-1-7-senso-comfort-radio,Vaillant EcoTec Exclusive VMW 43CF/1-7 senso Comfort Radio,Vaillant,calderas,3500,Consumo de agua caliente: 2 duchas + 1 grifo | Dimension a climatizar: 280,,"La caldera Vaillant EcoTec Exclusive VMW 43CF/1-7 redefine el confort en el hogar con su avanzada tecnología de condensación, garantizando eficiencia y conectividad en un diseño moderno. Potencia superior: 33,5 kW para calefacción, 42,8 kW para ACS Caudal de agua caliente: 24,9 litros por minuto a 25 &ordm;C Rango de modulación: 1:12 para un rendimiento óptimo",,,productos/vaillant-ecotec-exclusive-vmw-43cf-1-7-senso-comfort-radio.jpg,166,false,false
vaillant-ecotec-plus-vmw-32cs-1-5-sensohome-radio,VAILLANT ECOTEC PLUS VMW 32CS/1-5 sensoHOME Radio,Vaillant,calderas,2400,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera Vaillant EcoTEC Plus VMW 32CS/1-5 sensoHOME Radio garantiza un hogar cálido y eficiente, combinando tecnología avanzada y diseño moderno para un confort óptimo. Potencia superior: 32 kW para calefacción, 31,8 kW para ACS Caudal de agua caliente: 18,2 litros por minuto a 25 &ordm;C Conectividad inteligente: Control remoto y adaptación automática al gas",,,productos/vaillant-ecotec-plus-vmw-32cs-1-5-sensohome-radio.jpg,167,false,false
vaillant-ecotec-pure-vmw-236-7-2,Vaillant EcoTEC Pure VMW 236/7-2,Vaillant,calderas,1515,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Vaillant EcoTEC Pure VMW 236/7-2 garantiza un hogar cómodo y eficiente, proporcionando agua caliente al instante y optimizando el consumo energético. Potencia eficiente: 19 kW para calefacción, 23 kW para ACS Caudal máximo: 13,8 litros por minuto a 25 &ordm;C Sistema de microacumulación: Agua caliente casi instantánea",,,productos/vaillant-ecotec-pure-vmw-236-7-2.jpg,168,false,false
vaillant-ecotec-pure-286-7-2,Vaillant EcoTEC Pure 286/7-2,Vaillant,calderas,1715,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera Vaillant EcoTEC Pure 286/7-2 garantiza un hogar cálido y eficiente, proporcionando agua caliente al instante y optimizando el consumo energético. Potencia eficiente: 24 kW para calefacción, 28 kW para ACS Caudal máximo: 13,8 litros por minuto a 25 &ordm;C Sistema de microacumulación: Agua caliente casi instantánea",,,productos/vaillant-ecotec-pure-286-7-2.jpg,169,false,false
caldera-bosch-condens-4300i-w-24-30-bosch,Caldera Bosch Condens 4300i W 24/30 Bosch,Junkers (grupo Bosch),calderas,1600,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La Caldera Bosch Condens 4300i W 24/30 es la elección ideal para hogares que buscan eficiencia y confort, proporcionando calefacción potente y agua caliente de manera rápida y eficaz. Potencia eficiente: 24 kW para calefacción, 30 kW para ACS Eficiencia energética: Hasta 94% con opción de A+ con controladores Diseño compacto: Dimensiones reducidas con montaje modular",,,productos/caldera-bosch-condens-4300i-w-24-30-bosch.jpg,170,false,false
caldera-bosch-condens-8700i-w-35-p,Caldera Bosch Condens 8700i W 35 P,Junkers (grupo Bosch),calderas,2200,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La Caldera Bosch Condens 8700i W 35 P redefine el confort en el hogar con su diseño moderno y eficiencia energética, garantizando un ambiente cálido y agua caliente al instante. Potencia superior: 34,4 kW para ACS, 33,6 kW para calefacción Caudal óptimo: 18 litros por minuto a ΔT = 30 K Conectividad avanzada: Control remoto vía Bosch EasyControl CT200",,,productos/caldera-bosch-condens-8700i-w-35-p.jpg,171,false,false
caldera-bosch-condens-6000-w-25-28,Caldera Bosch Condens 6000 W 25/28,Junkers (grupo Bosch),calderas,2000,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La Caldera Bosch Condens 6000 W 25/28 es la elección ideal para quienes buscan eficiencia y confort en el hogar, garantizando un rendimiento excepcional y adaptabilidad a diversas necesidades. Potencia eficiente: 24 kW para calefacción, 28 kW para agua caliente Rendimiento superior: Hasta 94% en calefacción Tecnología avanzada: Bosch Heatronic 4 con gestión climática",,,productos/caldera-bosch-condens-6000-w-25-28.jpg,172,false,false
caldera-bosch-condens-6000-w-25-32,Caldera Bosch Condens 6000 W 25/32,Junkers (grupo Bosch),calderas,2000,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La Caldera Bosch Condens 6000 W 25/32 es la elección ideal para un hogar eficiente, proporcionando calefacción potente y agua caliente con un diseño compacto y versátil. Potencia eficiente: 25 kW para calefacción, 32 kW para ACS Rendimiento superior: Hasta 94% en calefacción Tecnología avanzada: Bosch Heatronic 4 con gestión climática",,,productos/caldera-bosch-condens-6000-w-25-32.jpg,173,false,false
caldera-bosch-condens-8700i-w-35-40-cb,Caldera Bosch Condens 8700i W 35/40 CB,Junkers (grupo Bosch),calderas,2400,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La Caldera Bosch Condens 8700i W 35/40 CB redefine el confort en el hogar con su diseño elegante y tecnología avanzada, garantizando eficiencia energética y control total desde cualquier lugar. Potencia máxima: 40,8 kW en ACS, 35,2 kW en calefacción Caudal de agua: 18 litros por minuto a ΔT = 30 K Conectividad inteligente: Control remoto vía Bosch EasyControl CT200",,,productos/caldera-bosch-condens-8700i-w-35-40-cb.jpg,174,false,false
caldera-bosch-condens-6000-w-30-36,Caldera Bosch Condens 6000 W 30/36,Junkers (grupo Bosch),calderas,2200,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La Caldera Bosch Condens 6000 W 30/36 es la elección ideal para hogares que buscan eficiencia y confort, proporcionando un rendimiento excepcional en calefacción y agua caliente. Potencia eficiente: 30 kW para calefacción, 36 kW para ACS Rendimiento superior: Hasta 94% en calefacción Tecnología avanzada: Bosch Heatronic 4 con gestión climática",,,productos/caldera-bosch-condens-6000-w-30-36.jpg,175,false,false
saunier-duval-thema-condens-mi-31-miset-radio,Saunier Duval Thema Condens Mi 31 MiSet Radio,Saunier Duval,calderas,2300,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera Saunier Duval Thema Condens Mi 31 MiSet Radio garantiza un confort excepcional en tu hogar, combinando eficiencia energética y tecnología avanzada para un manejo intuitivo. Potencia óptima: 25 kW para calefacción, 31 kW para ACS Caudal generoso: 17,8 litros por minuto Pantalla táctil: Control fácil e intuitivo",,,productos/saunier-duval-thema-condens-mi-31-miset-radio.jpg,176,false,false
saunier-duval-themafast-condens-mi-31-miset-radio,Saunier Duval Themafast condens Mi 31 MiSet Radio,Saunier Duval,calderas,3000,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera Saunier Duval Themafast Condens Mi 31 MiSet Radio garantiza un confort excepcional con agua caliente inmediata y un control intuitivo gracias a su pantalla táctil avanzada. Potencia eficiente: 25 kW para calefacción, 31 kW para ACS Caudal máximo: 14,9 litros por minuto Tecnología Star&Hot MicroFast 3.0: Estabilidad térmica y confort en demandas simultáneas",,,productos/saunier-duval-themafast-condens-mi-31-miset-radio.jpg,177,false,false
saunier-duval-themafast-condens-mi-26-miset-radio,Saunier Duval Themafast condens Mi 26 MiSet Radio,Saunier Duval,calderas,2250,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Saunier Duval Themafast Condens Mi 26 MiSet Radio garantiza un confort excepcional con agua caliente inmediata y un manejo intuitivo gracias a su pantalla táctil avanzada. Potencia eficiente: 20 kW para calefacción, 26 kW para ACS Caudal máximo: 14,9 litros por minuto Tecnología Star&Hot MicroFast 3.0: Agua caliente constante desde el primer momento",,,productos/saunier-duval-themafast-condens-mi-26-miset-radio.jpg,178,false,false
saunier-duval-thema-condens-25,Saunier Duval Thema Condens 25,Saunier Duval,calderas,1600,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Saunier Duval Thema Condens 25 combina eficiencia y elegancia, proporcionando un confort térmico excepcional con un diseño moderno y silencioso. Potencia eficiente: 19 kW para calefacción, 25 kW para agua caliente sanitaria Caudal máximo: 14,6 litros por minuto a 25 &ordm;C Fácil instalación y mantenimiento: Ideal para hogares de 100 a 130 m²",,,productos/saunier-duval-thema-condens-25.jpg,179,false,false
saunier-duval-thelia-condens-25,Saunier Duval Thelia Condens 25,Saunier Duval,calderas,1500,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Saunier Duval Thelia Condens 25 garantiza un hogar cálido y eficiente, combinando tecnología de condensación avanzada con un diseño moderno y duradero. Potencia eficiente: 19 kW para calefacción, 25 kW para agua caliente sanitaria Caudal óptimo: 14,6 litros por minuto a 25 &ordm;C Intercambiador de silicio: Mayor rendimiento y durabilidad",,,productos/saunier-duval-thelia-condens-25.jpg,180,false,false
saunier-duval-isomax-condens-mi-t-35-cs-1-miset-radio,Saunier Duval IsoMax Condens MI T 35-CS/1 MiSet Radio,Saunier Duval,calderas,3500,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La caldera Saunier Duval IsoMax Condens MI T 35-CS/1 MiSet Radio es ideal para hogares que buscan eficiencia y confort, proporcionando agua caliente al instante y optimizando el espacio. Potencia destacada: 30 kW para calefacción, 34,4 kW para ACS Caudal superior: 27,8 litros por minuto para grandes demandas Diseño compacto: Solución perfecta sin necesidad de depósitos externos",,,productos/saunier-duval-isomax-condens-mi-t-35-cs-1-miset-radio.jpg,181,false,false
saunier-duval-isofast-condens-mi-35-miset-radio,Saunier Duval Isofast Condens Mi 35 MiSet Radio,Saunier Duval,calderas,2700,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La caldera Saunier Duval Isofast Condens Mi 35 MiSet Radio garantiza un confort excepcional con su avanzada tecnología y eficiencia energética, proporcionando agua caliente al instante y un manejo intuitivo. Potencia de calefacción: 30 kW, 34,8 kW para ACS Caudal de agua: 21 litros por minuto Pantalla táctil: Control fácil e intuitivo",,,productos/saunier-duval-isofast-condens-mi-35-miset-radio.jpg,182,false,false
multisplit-3x1-samsung-aj052txj3kg-f-ar09nxt-f-ar09nxt-f-ar09nxt-serie-windfree,Multisplit 3×1 Samsung AJ052TXJ3KG + F-AR09NXT + F-AR09NXT + F-AR09NXT serie Windfree,Samsung,aires,1790,Recomendado para estancias: 22+22+32 | Eficiencia energetica: A++,,"El Multisplit 3x1 Samsung AJ052TXJ3KG serie Windfree es la solución ideal para climatizar múltiples estancias con eficiencia y comodidad. Este sistema avanzado ofrece un control preciso de la temperatura, asegurando un ambiente agradable en cada habitación. Potencia en frío: 5,2 kW Frigorías por unidad: 2200 Área de cobertura: Hasta 22 m² por unidad Control inteligente: WiFi y Bixby Compresor: BLDC Twin Rotativo",,,productos/multisplit-3x1-samsung-aj052txj3kg-f-ar09nxt-f-ar09nxt-f-ar09nxt-serie-windfree.jpg,183,false,false
multisplit-2x1-samsung-aj050txj2kg-eu-f-ar09nxt-f-ar12nxt-windfree,Multisplit 2×1 Samsung AJ050TXJ2KG/EU + F-AR09NXT + F-AR12NXT Windfree,Samsung,aires,1440,Recomendado para estancias: 20+20 | Eficiencia energetica: A++,,El Multisplit 2x1 Samsung AJ050TXJ2KG/EU + F-AR09NXT + F-AR12NXT Windfree es la solución ideal para climatizar tu hogar con eficiencia y comodidad. Este sistema ofrece un rendimiento óptimo gracias a su tecnología avanzada y control inteligente. Potencia Frigorífica: 5 kW Compresor: BLDC Twin Rotativo Control Inteligente: Wifi y Bixby,,,productos/multisplit-2x1-samsung-aj050txj2kg-eu-f-ar09nxt-f-ar12nxt-windfree.jpg,184,false,false
cabel-estufa-pellets-8-kw,Cabel Estufa Pellets 8 KW,Cabel,calderas,1095,,,"Estufa de pellets Cabel 8 KW: Transforma tu hogar en un refugio cálido y acogedor con la estufa de pellets Cabel 8 KW, que combina un diseño elegante con una construcción robusta en acero para ofrecer una de las mejores opciones del mercado. Potencia de calefacción: Ideal para calentar espacios de hasta 100 m² Eficiencia energética: Clasificación A+ para un consumo optimizado Capacidad del depósito: Almacena hasta 20 kg de pellets para una mayor autonomía Diseño moderno: Su acabado en acero se integra perfectamente en cualquier decoración Ventajas adicionales: La estufa de pellets Cabel 8 KW no solo proporciona calor eficiente, sino que también contribuye al ahorro energético, reduciendo significativamente tus facturas de calefacción.",,,productos/cabel-estufa-pellets-8-kw.jpg,185,false,false
daikin-comfora-txp20m,Daikin Comfora TXP20M,Aire acondicionado Daikin en Madrid,aires,730,,,"El Daikin Comfora TXP20M es la solución ideal para quienes buscan eficiencia y confort en climatización. Con un diseño compacto y tecnología avanzada, este equipo garantiza un ambiente agradable durante todo el año, optimizando el consumo energético y reduciendo el ruido. Capacidad de Refrigeración: 2 kW Capacidad de Calefacción: 2.5 kW Clase Energética: A++ Presión Sonora: 20 dBA Refrigerante: R-32",,,productos/daikin-comfora-txp20m.jpg,186,false,false
hisense-aire-acondicionado-conductos-aud71ux4rfcl4,Hisense Aire Acondicionado Conductos AUD71UX4RFCL4,Hisense,aires,1360,Recomendado para estancias: 20 | Eficiencia energetica: A++,,"Hisense Aire Acondicionado Conductos AUD71UX4RFCL4: Ideal para climatizar espacios de hasta 90 m², este sistema eficiente y silencioso garantiza confort durante todo el año. Su diseño innovador y tecnología avanzada lo convierten en una opción destacada para el hogar moderno. Potencia Frigorífica: 6192 frigorías (Kcal/h) en frío, 6794 en calor Clase Energética: A++/A+ Nivel Sonoro: 34 dB",,,productos/hisense-aire-acondicionado-conductos-aud71ux4rfcl4.jpg,187,false,false
hisense-aire-acondicionado-conductos-aud90ux4radh4,Hisense Aire Acondicionado Conductos AUD90UX4RADH4,Hisense,aires,,Recomendado para estancias: 120 | Eficiencia energetica: A++,,"Hisense Aire Acondicionado Conductos AUD90UX4RADH4: Ideal para climatizar espacios de hasta 105 m², este sistema eficiente y silencioso garantiza confort durante todo el año con su tecnología avanzada y diseño compacto. Potencia Frigorífica: 7568 frigorías (Kcal/h) en frío, 8800 en calor Clase Energética: A++/A+ Nivel Sonoro: 34 dB Gas Refrigerante: R32 Garantía del Compresor: 5 años",,,productos/hisense-aire-acondicionado-conductos-aud90ux4radh4.jpg,188,false,false
hisense-aire-acondicionado-conductos-adt52ux4rscl4,Hisense Aire Acondicionado Conductos ADT52UX4RSCL4,Hisense,aires,1290,Recomendado para estancias: 105 | Eficiencia energetica: A++,,"El Hisense Aire Acondicionado Conductos ADT52UX4RSCL4 es la solución ideal para climatizar espacios de hasta 70 m², combinando eficiencia energética y confort. Su diseño avanzado y tecnología de gas R32 garantizan un rendimiento óptimo tanto en frío como en calor. Potencia Frigorífica: 4558 frigorías (Kcal/h) en frío, 4988 en calor Clase Energética: A++/A+ Nivel Sonoro: 34 dB Garantía del Compresor: 5 años",,,productos/hisense-aire-acondicionado-conductos-adt52ux4rscl4.jpg,189,false,false
